{'profileIconId': 508, 'summonerLevel': 30, 'revisionDate': 1402511882000L, 'id': 77962, 'name': 'Zero Maverick'} 'mostUsedChampion': Varus
{'profileIconId': 517, 'summonerLevel': 30, 'revisionDate': 1414868725000L, 'id': 3226, 'name': 'Kevoun'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 1, 'summonerLevel': 30, 'revisionDate': 1414361760000L, 'id': 97058, 'name': 'Galicus'} 'mostUsedChampion': Jinx 
{'profileIconId': 693, 'summonerLevel': 30, 'revisionDate': 1414815433000L, 'id': 8166, 'name': 'Nightwind'} 'mostUsedChampion': Jinx 
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1416161607000L, 'id': 536122, 'name': 'Azn Heat'} 'mostUsedChampion': Elise
{'profileIconId': 23, 'summonerLevel': 30, 'revisionDate': 1410585252000L, 'id': 28968, 'name': 'ArcticSl0th'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1413796727000L, 'id': 32170, 'name': 'Ransack'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 8, 'summonerLevel': 30, 'revisionDate': 1416204983000L, 'id': 7557, 'name': 'Aceronin'} 'mostUsedChampion': Riven
{'profileIconId': 578, 'summonerLevel': 30, 'revisionDate': 1414870717000L, 'id': 33021, 'name': 'Tinman'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1415935555000L, 'id': 9183, 'name': 'Zombie Dobby'} 'mostUsedChampion': Ezreal
{'profileIconId': 502, 'summonerLevel': 30, 'revisionDate': 1414869558000L, 'id': 3477, 'name': 'Mistryl'} 'mostUsedChampion': Annie 
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1414870078000L, 'id': 54249, 'name': 'diddymao'} 'mostUsedChampion': Jinx 
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1410837414000L, 'id': 3258, 'name': 'Zapperkhan'} 'mostUsedChampion': Nocturne
{'profileIconId': 517, 'summonerLevel': 30, 'revisionDate': 1411844152000L, 'id': 4725, 'name': 'Zanius'} 'mostUsedChampion': Varus
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1410067648000L, 'id': 72758, 'name': 'Voluted'} 'mostUsedChampion': Varus
{'profileIconId': 0, 'summonerLevel': 30, 'revisionDate': 1416254369000L, 'id': 74992, 'name': 'Utinni'} 'mostUsedChampion': DrMundo
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1416025019000L, 'id': 3512, 'name': 'Adobe'} 'mostUsedChampion': Varus
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1416257063000L, 'id': 5335, 'name': 'The Black Fog'} 'mostUsedChampion': Riven
 {'profileIconId': 544, 'summonerLevel': 30, 'revisionDate': 1415690511000L, 'id': 9534, 'name': 'Deathstyle'} 'mostUsedChampion': Riven
{'profileIconId': 718, 'summonerLevel': 30, 'revisionDate': 1416202937000L, 'id': 39683, 'name': 'Snarky'} 'mostUsedChampion': Varus
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1415743196000L, 'id': 357155, 'name': 'Paperzelda'} 'mostUsedChampion': Vayne
{'profileIconId': 641, 'summonerLevel': 30, 'revisionDate': 1414555075000L, 'id': 2941, 'name': 'Sen'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1414218763000L, 'id': 48159, 'name': 'Tasad'} 'mostUsedChampion': Jinx 
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1401480559000L, 'id': 37210, 'name': 'Fenix257'} 'mostUsedChampion': Varus
{'profileIconId': 547, 'summonerLevel': 30, 'revisionDate': 1416191088000L, 'id': 8300, 'name': 'Rudeous'} 'mostUsedChampion': Sejuani
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1390120954000L, 'id': 4682, 'name': 'kabob83'} 'mostUsedChampion': Varus
{'profileIconId': 507, 'summonerLevel': 30, 'revisionDate': 1414106625000L, 'id': 73270, 'name': 'Whimmy Wham Wham Whazzle'} 'mostUsedChampion': Jinx 
{'profileIconId': 677, 'summonerLevel': 30, 'revisionDate': 1416200573000L, 'id': 2915, 'name': 'SevenSevenSeven'} 'mostUsedChampion': Varus
 {'profileIconId': 502, 'summonerLevel': 30, 'revisionDate': 1415568211000L, 'id': 8721, 'name': 'Kharhaz'} 'mostUsedChampion': Riven
{'profileIconId': 507, 'summonerLevel': 30, 'revisionDate': 1406859020000L, 'id': 61008, 'name': 'PhamBAM'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1416197572000L, 'id': 5335, 'name': 'The Black Fog'} 'mostUsedChampion': Varus
{'profileIconId': 577, 'summonerLevel': 30, 'revisionDate': 1416162908000L, 'id': 67961, 'name': 'Sn00w'} 'mostUsedChampion': Varus
{'profileIconId': 665, 'summonerLevel': 30, 'revisionDate': 1412395012000L, 'id': 1827, 'name': 'Patrik'} 'mostUsedChampion': Varus
{'profileIconId': 3, 'summonerLevel': 30, 'revisionDate': 1413546758000L, 'id': 33798, 'name': 'smoothietime'} 'mostUsedChampion': Varus
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1415446438000L, 'id': 5787, 'name': 'K3ny'} 'mostUsedChampion': Jinx
{'profileIconId': 551, 'summonerLevel': 30, 'revisionDate': 1413499873000L, 'id': 19938, 'name': 'black Lagoon'} 'mostUsedChampion': Jinx 
{'profileIconId': 554, 'summonerLevel': 30, 'revisionDate': 1414454228000L, 'id': 2404, 'name': 'h34dhun73r'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 23, 'summonerLevel': 30, 'revisionDate': 1414130630000L, 'id': 8364, 'name': 'warbirdd'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 548, 'summonerLevel': 30, 'revisionDate': 1406270892000L, 'id': 5583, 'name': 'theclassic1'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1410974582000L, 'id': 6896, 'name': 'Kaithe'} 'mostUsedChampion': Varus
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1413956833000L, 'id': 95680, 'name': 'MAlNWORD'} 'mostUsedChampion': Amumu 
{'profileIconId': 548, 'summonerLevel': 30, 'revisionDate': 1414800693000L, 'id': 7414, 'name': 'Mozymandias'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 659, 'summonerLevel': 30, 'revisionDate': 1412657887000L, 'id': 1925, 'name': 'zYn'} 'mostUsedChampion': Jinx 
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1415597331000L, 'id': 74052, 'name': 'jaffy'} 'mostUsedChampion': Varus
{'profileIconId': 693, 'summonerLevel': 30, 'revisionDate': 1414858668000L, 'id': 7070, 'name': 'Alankevis'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1414393668000L, 'id': 429177, 'name': 'Tambo'} 'mostUsedChampion': Jinx 
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1416210892000L, 'id': 9645, 'name': '0ffense'} 'mostUsedChampion': Leona
{'profileIconId': 711, 'summonerLevel': 30, 'revisionDate': 1414723701000L, 'id': 26569, 'name': 'babygunner'} 'mostUsedChampion': Jinx 
 {'profileIconId': 584, 'summonerLevel': 30, 'revisionDate': 1415854213000L, 'id': 11852, 'name': 'The Choob'} 'mostUsedChampion': Riven
{'profileIconId': 21, 'summonerLevel': 30, 'revisionDate': 1413663000000L, 'id': 8527, 'name': 'Mfkingjaewon'} 'mostUsedChampion': Varus
{'profileIconId': 554, 'summonerLevel': 30, 'revisionDate': 1414720392000L, 'id': 3467, 'name': 'Casual Friday'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 660, 'summonerLevel': 30, 'revisionDate': 1414878759000L, 'id': 46658, 'name': 'Ubor'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 657, 'summonerLevel': 30, 'revisionDate': 1415226435000L, 'id': 200601, 'name': 'LordBlackstar'} 'mostUsedChampion': Varus
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1407278280000L, 'id': 85675, 'name': 'Igorek'} 'mostUsedChampion': Xerath
{'profileIconId': 504, 'summonerLevel': 30, 'revisionDate': 1416168995000L, 'id': 7995, 'name': 'Synyster'} 'mostUsedChampion': Varus
{'profileIconId': 654, 'summonerLevel': 30, 'revisionDate': 1414566541000L, 'id': 189444, 'name': 'axxer'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 10, 'summonerLevel': 30, 'revisionDate': 1405782338000L, 'id': 32746, 'name': 'AylBlue'} 'mostUsedChampion': Amumu
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1412750852000L, 'id': 4024, 'name': 'Poopybuns'} 'mostUsedChampion': Amumu
{'profileIconId': 658, 'summonerLevel': 30, 'revisionDate': 1414560616000L, 'id': 97642, 'name': 'Rithm'} 'mostUsedChampion': Jinx 
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1416190934000L, 'id': 6417, 'name': 'Alex'} 'mostUsedChampion': Riven
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1414729473000L, 'id': 8269, 'name': 'zatarazie'} 'mostUsedChampion': FiddleSticks 
 {'profileIconId': 16, 'summonerLevel': 30, 'revisionDate': 1416186436000L, 'id': 2637, 'name': 'Disbnivek'} 'mostUsedChampion': Riven
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1407391521000L, 'id': 87408, 'name': 't0kenss'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 685, 'summonerLevel': 30, 'revisionDate': 1416200225000L, 'id': 12235, 'name': 'Zeero'} 'mostUsedChampion': Amumu
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1408647706000L, 'id': 79601, 'name': 'David Wong'} 'mostUsedChampion': Jinx 
{'profileIconId': 657, 'summonerLevel': 30, 'revisionDate': 1415850091000L, 'id': 71514, 'name': 'robopromethius'} 'mostUsedChampion': Amumu
{'profileIconId': 673, 'summonerLevel': 30, 'revisionDate': 1415314546000L, 'id': 1264, 'name': 'Mr Bigglesworth'} 'mostUsedChampion': Riven
 {'profileIconId': 5, 'summonerLevel': 30, 'revisionDate': 1412451317000L, 'id': 68580, 'name': 'DaTuro'} 'mostUsedChampion': Riven
{'profileIconId': 662, 'summonerLevel': 30, 'revisionDate': 1414596322000L, 'id': 12932, 'name': 'BlackCircle'} 'mostUsedChampion': Jinx 
{'profileIconId': 7, 'summonerLevel': 30, 'revisionDate': 1412304230000L, 'id': 8733, 'name': 'xToy'} 'mostUsedChampion': Jinx 
{'profileIconId': 659, 'summonerLevel': 30, 'revisionDate': 1416160816000L, 'id': 390506, 'name': 'Bo Vice'} 'mostUsedChampion': Varus
{'profileIconId': 581, 'summonerLevel': 30, 'revisionDate': 1404279789000L, 'id': 7636, 'name': 'Evilless'} 'mostUsedChampion': Jinx 
{'profileIconId': 23, 'summonerLevel': 30, 'revisionDate': 1409609034000L, 'id': 233211, 'name': 'Del23'} 'mostUsedChampion': Jinx 
{'profileIconId': 659, 'summonerLevel': 30, 'revisionDate': 1416213593000L, 'id': 8904, 'name': 'wisken'} 'mostUsedChampion': Jinx
{'profileIconId': 725, 'summonerLevel': 30, 'revisionDate': 1416192358000L, 'id': 597994, 'name': 'Minotaur556'} 'mostUsedChampion': Varus
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1416033057000L, 'id': 53938, 'name': 'thejman719'} 'mostUsedChampion': Varus
{'profileIconId': 552, 'summonerLevel': 30, 'revisionDate': 1415859935000L, 'id': 464542, 'name': 'SU RageofTiamat'} 'mostUsedChampion': Varus
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1415944312000L, 'id': 74112, 'name': 'MtMan'} 'mostUsedChampion': Varus
{'profileIconId': 7, 'summonerLevel': 30, 'revisionDate': 1415921371000L, 'id': 7645, 'name': 'FlashStep'} 'mostUsedChampion': Varus
{'profileIconId': 547, 'summonerLevel': 30, 'revisionDate': 1408171765000L, 'id': 7874, 'name': 'Johoseph'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 3, 'summonerLevel': 30, 'revisionDate': 1414291369000L, 'id': 9178, 'name': 'mrdotn'} 'mostUsedChampion': Annie 
{'profileIconId': 552, 'summonerLevel': 30, 'revisionDate': 1411505461000L, 'id': 446372, 'name': 'Kid Ray'} 'mostUsedChampion': Leona
{'profileIconId': 522, 'summonerLevel': 30, 'revisionDate': 1415053207000L, 'id': 8834, 'name': 'Bertyo'} 'mostUsedChampion': Ezreal
{'profileIconId': 7, 'summonerLevel': 30, 'revisionDate': 1415087323000L, 'id': 33895, 'name': 'azsxder'} 'mostUsedChampion': Varus
{'profileIconId': 711, 'summonerLevel': 30, 'revisionDate': 1415341073000L, 'id': 9007, 'name': 'Grystor'} 'mostUsedChampion': Riven
{'profileIconId': 548, 'summonerLevel': 30, 'revisionDate': 1415850134000L, 'id': 7758, 'name': 'MadnessHero'} 'mostUsedChampion': Varus
{'profileIconId': 593, 'summonerLevel': 30, 'revisionDate': 1414489248000L, 'id': 2696, 'name': 'kimcheeZy'} 'mostUsedChampion': Jinx 
{'profileIconId': 654, 'summonerLevel': 30, 'revisionDate': 1410659687000L, 'id': 5606, 'name': 'CTO'} 'mostUsedChampion': Varus
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1416146479000L, 'id': 189758, 'name': 'zabuzaa'} 'mostUsedChampion': Varus
{'profileIconId': 682, 'summonerLevel': 30, 'revisionDate': 1414869712000L, 'id': 537880, 'name': 'Wanganator'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1416103019000L, 'id': 38449, 'name': 'XiuXi'} 'mostUsedChampion': Varus
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1414796992000L, 'id': 4648, 'name': 'Lanfear'} 'mostUsedChampion': Jinx 
{'profileIconId': 21, 'summonerLevel': 30, 'revisionDate': 1405799093000L, 'id': 8800, 'name': 'Alexander'} 'mostUsedChampion': Jinx 
{'profileIconId': 710, 'summonerLevel': 30, 'revisionDate': 1416210204000L, 'id': 6854, 'name': 'OcelotVarn'} 'mostUsedChampion': Kayle
{'profileIconId': 577, 'summonerLevel': 30, 'revisionDate': 1416179438000L, 'id': 349790, 'name': 'Kaid980'} 'mostUsedChampion': Amumu
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1416085248000L, 'id': 41849, 'name': 'givenugahug'} 'mostUsedChampion': Varus
 {'profileIconId': 7, 'summonerLevel': 30, 'revisionDate': 1415969073000L, 'id': 20970, 'name': 'Downtime'} 'mostUsedChampion': Riven
{'profileIconId': 504, 'summonerLevel': 30, 'revisionDate': 1414724770000L, 'id': 413658, 'name': 'Summoner Mayday'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 642, 'summonerLevel': 30, 'revisionDate': 1414462280000L, 'id': 550996, 'name': 'Taigi'} 'mostUsedChampion': Varus
{'profileIconId': 552, 'summonerLevel': 30, 'revisionDate': 1413255293000L, 'id': 153050, 'name': 'Dumbo Drop'} 'mostUsedChampion': DrMundo
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1389930154000L, 'id': 7426, 'name': 'kursed'} 'mostUsedChampion': Jinx 
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1414243695000L, 'id': 9089, 'name': 'Tok3n'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1402294111000L, 'id': 2940, 'name': 'Turmoil'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 551, 'summonerLevel': 30, 'revisionDate': 1414202677000L, 'id': 424278, 'name': 'Blood Rhonin'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1415786830000L, 'id': 2734, 'name': 'bechtol449'} 'mostUsedChampion': Varus
{'profileIconId': 18, 'summonerLevel': 30, 'revisionDate': 1409337701000L, 'id': 5160, 'name': 'MagicChicken'} 'mostUsedChampion': DrMundo
 {'profileIconId': 711, 'summonerLevel': 30, 'revisionDate': 1416117098000L, 'id': 96384, 'name': 'Ersan'} 'mostUsedChampion': Riven
{'profileIconId': 16, 'summonerLevel': 30, 'revisionDate': 1414870581000L, 'id': 56243, 'name': 'ykseP'} 'mostUsedChampion': Elise 
 {'profileIconId': 16, 'summonerLevel': 30, 'revisionDate': 1407458391000L, 'id': 254981, 'name': 'Zethrum'} 'mostUsedChampion': Riven
{'profileIconId': 718, 'summonerLevel': 30, 'revisionDate': 1416183847000L, 'id': 169847, 'name': 'DarkVizard'} 'mostUsedChampion': Varus
{'profileIconId': 663, 'summonerLevel': 30, 'revisionDate': 1405018156000L, 'id': 2397, 'name': 'Akrazo'} 'mostUsedChampion': Varus
{'profileIconId': 673, 'summonerLevel': 30, 'revisionDate': 1414098785000L, 'id': 8351, 'name': 'Xehnon'} 'mostUsedChampion': Jinx 
 {'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1416158562000L, 'id': 8244, 'name': 'Holowchuk'} 'mostUsedChampion': Riven
{'profileIconId': 552, 'summonerLevel': 30, 'revisionDate': 1413862725000L, 'id': 537048, 'name': 'Xaell'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1414440590000L, 'id': 403673, 'name': 'brianabanks'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 693, 'summonerLevel': 30, 'revisionDate': 1416185523000L, 'id': 3305, 'name': 'XSCBO'} 'mostUsedChampion': Varus
 {'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1408948290000L, 'id': 7020, 'name': 'Mervinus'} 'mostUsedChampion': Riven
{'profileIconId': 546, 'summonerLevel': 30, 'revisionDate': 1415588053000L, 'id': 9572, 'name': 'Tattle'} 'mostUsedChampion': Ezreal
{'profileIconId': 20, 'summonerLevel': 30, 'revisionDate': 1416000255000L, 'id': 35091, 'name': 'Malachi Stone'} 'mostUsedChampion': Varus
{'profileIconId': 660, 'summonerLevel': 30, 'revisionDate': 1414860326000L, 'id': 3478, 'name': 'Bank Alt'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 513, 'summonerLevel': 30, 'revisionDate': 1415657422000L, 'id': 93624, 'name': 'Beliall'} 'mostUsedChampion': Riven
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1411092244000L, 'id': 1926, 'name': 'Nosaj'} 'mostUsedChampion': Varus
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1416191880000L, 'id': 19632, 'name': 'Kenshue'} 'mostUsedChampion': Varus
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1415862603000L, 'id': 6251, 'name': 'ImmaNinja'} 'mostUsedChampion': Nocturne
{'profileIconId': 583, 'summonerLevel': 30, 'revisionDate': 1406186755000L, 'id': 4353, 'name': 'Urza'} 'mostUsedChampion': Nocturne
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1413677099000L, 'id': 76649, 'name': 'Raoden'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1414818269000L, 'id': 64261, 'name': 'BillBert'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 10, 'summonerLevel': 30, 'revisionDate': 1407395329000L, 'id': 81424, 'name': 'Nanaz'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1415849090000L, 'id': 3467, 'name': 'Casual Friday'} 'mostUsedChampion': Varus
{'profileIconId': 584, 'summonerLevel': 30, 'revisionDate': 1390069054000L, 'id': 202276, 'name': '\xc0ggressor'} 'mostUsedChampion': Jinx 
{'profileIconId': 657, 'summonerLevel': 30, 'revisionDate': 1413492473000L, 'id': 377162, 'name': 'Rans\xf8M'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 663, 'summonerLevel': 30, 'revisionDate': 1416196400000L, 'id': 14388, 'name': 'Its Sunday Mang'} 'mostUsedChampion': Varus
{'profileIconId': 19, 'summonerLevel': 30, 'revisionDate': 1415991458000L, 'id': 2076, 'name': 'zorbocop'} 'mostUsedChampion': Varus
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1416170560000L, 'id': 6021, 'name': 'Arkanis'} 'mostUsedChampion': Varus
{'profileIconId': 578, 'summonerLevel': 30, 'revisionDate': 1412052768000L, 'id': 7864, 'name': 'zRobertez'} 'mostUsedChampion': Jinx 
{'profileIconId': 550, 'summonerLevel': 30, 'revisionDate': 1416109791000L, 'id': 7405, 'name': 'SabinMightyFist'} 'mostUsedChampion': Varus
{'profileIconId': 642, 'summonerLevel': 30, 'revisionDate': 1414626530000L, 'id': 148614, 'name': 'Dogadewd'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 693, 'summonerLevel': 30, 'revisionDate': 1416222250000L, 'id': 42680, 'name': 'Fulgore007'} 'mostUsedChampion': Varus
{'profileIconId': 676, 'summonerLevel': 30, 'revisionDate': 1416113702000L, 'id': 159553, 'name': 'OmniAzure'} 'mostUsedChampion': Varus
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1409870424000L, 'id': 74426, 'name': 'PinkTyGRR'} 'mostUsedChampion': FiddleSticks 
 {'profileIconId': 661, 'summonerLevel': 30, 'revisionDate': 1416263358000L, 'id': 396244, 'name': 'Skipperdoodle'} 'mostUsedChampion': Riven
{'profileIconId': 502, 'summonerLevel': 30, 'revisionDate': 1416191518000L, 'id': 5326, 'name': 'snipun'} 'mostUsedChampion': Varus
 {'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1416263208000L, 'id': 1320, 'name': '2stinky1pinky'} 'mostUsedChampion': Riven
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1413395264000L, 'id': 1775, 'name': 'PuMa'} 'mostUsedChampion': Ezreal
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1416082091000L, 'id': 7317, 'name': 'TUNF'} 'mostUsedChampion': Varus
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1416177756000L, 'id': 1828, 'name': 'NickLovin'} 'mostUsedChampion': Varus
 {'profileIconId': 24, 'summonerLevel': 30, 'revisionDate': 1409267822000L, 'id': 33778, 'name': 'Tom Hanks'} 'mostUsedChampion': Riven
{'profileIconId': 660, 'summonerLevel': 30, 'revisionDate': 1414636780000L, 'id': 8205, 'name': 'TweiT LovE'} 'mostUsedChampion': Jinx 
{'profileIconId': 18, 'summonerLevel': 30, 'revisionDate': 1416188011000L, 'id': 49165, 'name': 'cuco'} 'mostUsedChampion': Varus
{'profileIconId': 555, 'summonerLevel': 30, 'revisionDate': 1414726148000L, 'id': 2281, 'name': 'Blackwind'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 712, 'summonerLevel': 30, 'revisionDate': 1416229436000L, 'id': 1112, 'name': 'myself'} 'mostUsedChampion': Varus
{'profileIconId': 715, 'summonerLevel': 30, 'revisionDate': 1416040797000L, 'id': 7984, 'name': 'Kasim'} 'mostUsedChampion': DrMundo
{'profileIconId': 688, 'summonerLevel': 30, 'revisionDate': 1415040461000L, 'id': 38528, 'name': 'Dunian'} 'mostUsedChampion': Varus
 {'profileIconId': 717, 'summonerLevel': 30, 'revisionDate': 1416212360000L, 'id': 8533, 'name': 'DunkinHOnuts'} 'mostUsedChampion': Riven
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1416207632000L, 'id': 4245, 'name': 'ThUndertaker'} 'mostUsedChampion': Riven
{'profileIconId': 514, 'summonerLevel': 30, 'revisionDate': 1404890300000L, 'id': 4389, 'name': 'Abanndon'} 'mostUsedChampion': Riven
{'profileIconId': 558, 'summonerLevel': 30, 'revisionDate': 1416010173000L, 'id': 521955, 'name': 'WildTurtle'} 'mostUsedChampion': Riven
{'profileIconId': 505, 'summonerLevel': 30, 'revisionDate': 1405230485000L, 'id': 3176, 'name': 'Onyxia'} 'mostUsedChampion': Jinx 
{'profileIconId': 576, 'summonerLevel': 30, 'revisionDate': 1414120675000L, 'id': 28767, 'name': 'Zenx'} 'mostUsedChampion': Jinx 
{'profileIconId': 673, 'summonerLevel': 30, 'revisionDate': 1416188361000L, 'id': 77311, 'name': 'aNthological'} 'mostUsedChampion': Varus
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1413001335000L, 'id': 7283, 'name': 'DannyMeister'} 'mostUsedChampion': DrMundo
{'profileIconId': 23, 'summonerLevel': 30, 'revisionDate': 1414866175000L, 'id': 5118, 'name': 'popo'} 'mostUsedChampion': Varus
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1413083580000L, 'id': 51079, 'name': 'SecretGamerMan'} 'mostUsedChampion': Riven
{'profileIconId': 677, 'summonerLevel': 30, 'revisionDate': 1416216589000L, 'id': 92068, 'name': 'Taxicrab'} 'mostUsedChampion': Varus
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1416201752000L, 'id': 350827, 'name': 'Erratum'} 'mostUsedChampion': Varus
{'profileIconId': 507, 'summonerLevel': 30, 'revisionDate': 1416232954000L, 'id': 67824, 'name': 'Freese'} 'mostUsedChampion': Riven
 {'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1416197883000L, 'id': 450668, 'name': 'Nightsshadow'} 'mostUsedChampion': Riven
{'profileIconId': 548, 'summonerLevel': 30, 'revisionDate': 1413004590000L, 'id': 84468, 'name': 'ChrisHansen'} 'mostUsedChampion': Jinx 
{'profileIconId': 717, 'summonerLevel': 30, 'revisionDate': 1416112135000L, 'id': 4299, 'name': 'stygx'} 'mostUsedChampion': Tristana
{'profileIconId': 607, 'summonerLevel': 30, 'revisionDate': 1410980395000L, 'id': 8119, 'name': 'BloodyTide'} 'mostUsedChampion': Chogath
{'profileIconId': 661, 'summonerLevel': 30, 'revisionDate': 1412032431000L, 'id': 65335, 'name': 'Logie'} 'mostUsedChampion': Varus
{'profileIconId': 654, 'summonerLevel': 30, 'revisionDate': 1406441509000L, 'id': 74839, 'name': 'Rothrinim'} 'mostUsedChampion': Amumu
{'profileIconId': 577, 'summonerLevel': 30, 'revisionDate': 1416173206000L, 'id': 1248, 'name': 'liz'} 'mostUsedChampion': Sona
{'profileIconId': 597, 'summonerLevel': 30, 'revisionDate': 1416191589000L, 'id': 5869, 'name': 'HREParabola'} 'mostUsedChampion': Amumu
{'profileIconId': 546, 'summonerLevel': 30, 'revisionDate': 1414549582000L, 'id': 7265, 'name': 'ozm0tik'} 'mostUsedChampion': Jinx 
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1414727004000L, 'id': 42368, 'name': 'Fiepo'} 'mostUsedChampion': Varus
{'profileIconId': 0, 'summonerLevel': 30, 'revisionDate': 1414634947000L, 'id': 434768, 'name': 'Boonwingman'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 17, 'summonerLevel': 30, 'revisionDate': 1410314116000L, 'id': 5219, 'name': 'SgtGrumbles187'} 'mostUsedChampion': Tristana
{'profileIconId': 20, 'summonerLevel': 30, 'revisionDate': 1414454889000L, 'id': 39142, 'name': 'mandarc'} 'mostUsedChampion': Leona
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1414715404000L, 'id': 5172, 'name': 'Evestress'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1407191336000L, 'id': 33275, 'name': 'Harain'} 'mostUsedChampion': FiddleSticks 
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1416186910000L, 'id': 7093, 'name': 'D3fender710'} 'mostUsedChampion': DrMundo
