{'profileIconId': 718, 'summonerLevel': 30, 'revisionDate': 1416669796000L, 'id': 3908, 'name': 'Sillyllamas'} 'mostUsedChampion': Blitzcrank
{'profileIconId': 605, 'summonerLevel': 30, 'revisionDate': 1410265091000L, 'id': 3037, 'name': 'Furtivo'} 'mostUsedChampion': Fizz
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1417394718000L, 'id': 3847, 'name': 'Sendrak'} 'mostUsedChampion': Fizz
{'profileIconId': 657, 'summonerLevel': 30, 'revisionDate': 1417574070000L, 'id': 34285, 'name': 'TopDrawer'} 'mostUsedChampion': Sejuani
{'profileIconId': 576, 'summonerLevel': 30, 'revisionDate': 1417563271000L, 'id': 54021, 'name': 'A Dope Potato'} 'mostUsedChampion': Sejuani
{'profileIconId': 682, 'summonerLevel': 30, 'revisionDate': 1417566263000L, 'id': 70154, 'name': 'Batmobile'} 'mostUsedChampion': Lucian
{'profileIconId': 717, 'summonerLevel': 30, 'revisionDate': 1415969532000L, 'id': 127854, 'name': 'Jasheon'} 'mostUsedChampion': JarvanIV
{'profileIconId': 691, 'summonerLevel': 30, 'revisionDate': 1417484398000L, 'id': 7283, 'name': 'DannyMeister'} 'mostUsedChampion': Morgana
{'profileIconId': 23, 'summonerLevel': 30, 'revisionDate': 1412980761000L, 'id': 333788, 'name': 'Javeci'} 'mostUsedChampion': Soraka
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1411117444000L, 'id': 1926, 'name': 'Nosaj'} 'mostUsedChampion': Soraka
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1417571861000L, 'id': 8653, 'name': 'dungman'} 'mostUsedChampion': Soraka
{'profileIconId': 10, 'summonerLevel': 30, 'revisionDate': 1404337007000L, 'id': 7687, 'name': 'theheat'} 'mostUsedChampion': Soraka
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1417201836000L, 'id': 6271, 'name': 'Asphalt'} 'mostUsedChampion': Khazix
{'profileIconId': 611, 'summonerLevel': 30, 'revisionDate': 1417508209000L, 'id': 63168, 'name': 'First Rate Bait'} 'mostUsedChampion': Khazix
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1402295298000L, 'id': 32084, 'name': 'Donkiepunch'} 'mostUsedChampion': Blitzcrank  'mostUsedChampion': Shaco
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1413124639000L, 'id': 6273, 'name': 'Echo'} 'mostUsedChampion': Orianna
{'profileIconId': 664, 'summonerLevel': 30, 'revisionDate': 1416913923000L, 'id': 13047, 'name': 'roocifer'} 'mostUsedChampion': Shaco
{'profileIconId': 18, 'summonerLevel': 30, 'revisionDate': 1416634632000L, 'id': 93786, 'name': 'Mikio'} 'mostUsedChampion': Shaco
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1402295298000L, 'id': 32084, 'name': 'Donkiepunch'} 'mostUsedChampion': Blitzcrank  'mostUsedChampion': Shaco
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1413124639000L, 'id': 6273, 'name': 'Echo'} 'mostUsedChampion': Orianna
{'profileIconId': 664, 'summonerLevel': 30, 'revisionDate': 1416913923000L, 'id': 13047, 'name': 'roocifer'} 'mostUsedChampion': Shaco
{'profileIconId': 18, 'summonerLevel': 30, 'revisionDate': 1416634632000L, 'id': 93786, 'name': 'Mikio'} 'mostUsedChampion': Shaco
{'profileIconId': 14, 'summonerLevel': 30, 'revisionDate': 1412050292000L, 'id': 6871, 'name': 'Arcanix'} 'mostUsedChampion': Thresh
{'profileIconId': 661, 'summonerLevel': 30, 'revisionDate': 1417575534000L, 'id': 6382, 'name': 'junkadorino'} 'mostUsedChampion': Thresh
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1417413498000L, 'id': 8740, 'name': 'Hellblazing'} 'mostUsedChampion': Thresh
{'profileIconId': 9, 'summonerLevel': 30, 'revisionDate': 1417147736000L, 'id': 125996, 'name': 'navygreen'} 'mostUsedChampion': Jinx
{'profileIconId': 9, 'summonerLevel': 30, 'revisionDate': 1417147736000L, 'id': 125996, 'name': 'navygreen'} 'mostUsedChampion': Jinx  'mostUsedChampion': Ziggs
{'profileIconId': 25, 'summonerLevel': 30, 'revisionDate': 1390817997000L, 'id': 1721, 'name': 'Boltboy'} 'mostUsedChampion': Leblanc  'mostUsedChampion': Khazix
{'profileIconId': 682, 'summonerLevel': 30, 'revisionDate': 1415828291000L, 'id': 55676, 'name': 'bojyo'} 'mostUsedChampion': Leblanc  'mostUsedChampion': Yasuo
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1416829408000L, 'id': 9860, 'name': 'cptsmexypants'} 'mostUsedChampion': Leblanc
{'profileIconId': 686, 'summonerLevel': 30, 'revisionDate': 1417577423000L, 'id': 419874, 'name': 'ayl103'} 'mostUsedChampion': Leblanc
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1407799992000L, 'id': 1544, 'name': 'muffinman'} 'mostUsedChampion': Leblanc
{'profileIconId': 507, 'summonerLevel': 30, 'revisionDate': 1417220671000L, 'id': 60718, 'name': 'PacoTheTaco'} 'mostUsedChampion': Leblanc
{'profileIconId': 25, 'summonerLevel': 30, 'revisionDate': 1390817997000L, 'id': 1721, 'name': 'Boltboy'} 'mostUsedChampion': Leblanc
{'profileIconId': 682, 'summonerLevel': 30, 'revisionDate': 1415828291000L, 'id': 55676, 'name': 'bojyo'} 'mostUsedChampion': Leblanc  'mostUsedChampion': Khazix
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1416829408000L, 'id': 9860, 'name': 'cptsmexypants'} 'mostUsedChampion': Leblanc
{'profileIconId': 686, 'summonerLevel': 30, 'revisionDate': 1417577423000L, 'id': 419874, 'name': 'ayl103'} 'mostUsedChampion': Leblanc
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1407799992000L, 'id': 1544, 'name': 'muffinman'} 'mostUsedChampion': Leblanc
{'profileIconId': 507, 'summonerLevel': 30, 'revisionDate': 1417220671000L, 'id': 60718, 'name': 'PacoTheTaco'} 'mostUsedChampion': Leblanc
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1417583418000L, 'id': 7435, 'name': 'Boes'} 'mostUsedChampion': Leona
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1417345064000L, 'id': 74468, 'name': 'Great Master Largo'} 'mostUsedChampion': Leona
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1396864764000L, 'id': 38191, 'name': 'Kenterik'} 'mostUsedChampion': Leona
{'profileIconId': 712, 'summonerLevel': 30, 'revisionDate': 1417665329000L, 'id': 3692, 'name': 'stevekyle'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417595361000L, 'id': 7526, 'name': 'Rellentless'} 'mostUsedChampion': Leona
{'profileIconId': 11, 'summonerLevel': 30, 'revisionDate': 1416545674000L, 'id': 3492, 'name': 'Vicious'} 'mostUsedChampion': Leona
{'profileIconId': 604, 'summonerLevel': 30, 'revisionDate': 1417334531000L, 'id': 6370, 'name': 'Tlaon'} 'mostUsedChampion': Leona
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1417666553000L, 'id': 470114, 'name': 'brandonsosebee'} 'mostUsedChampion': Leona
{'profileIconId': 711, 'summonerLevel': 30, 'revisionDate': 1417654071000L, 'id': 4568, 'name': 'slinkchinq'} 'mostUsedChampion': Leona
{'profileIconId': 27, 'summonerLevel': 30, 'revisionDate': 1416216389000L, 'id': 6293, 'name': 'J3bacha'} 'mostUsedChampion': Leona
{'profileIconId': 24, 'summonerLevel': 30, 'revisionDate': 1415627163000L, 'id': 17409, 'name': 'BoUnCe'} 'mostUsedChampion': Leona
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1406290707000L, 'id': 78645, 'name': 'impluse'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417682055000L, 'id': 8904, 'name': 'wisken'} 'mostUsedChampion': Leona
{'profileIconId': 546, 'summonerLevel': 30, 'revisionDate': 1416209119000L, 'id': 7990, 'name': 'Ag Snake'} 'mostUsedChampion': Leona
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1417490173000L, 'id': 6902, 'name': 'Xuezuki'} 'mostUsedChampion': Leona
{'profileIconId': 578, 'summonerLevel': 30, 'revisionDate': 1416462178000L, 'id': 8553, 'name': 'Sangren'} 'mostUsedChampion': Leona
{'profileIconId': 689, 'summonerLevel': 30, 'revisionDate': 1414730734000L, 'id': 97979, 'name': 'Hiccolo'} 'mostUsedChampion': Leona
{'profileIconId': 582, 'summonerLevel': 30, 'revisionDate': 1417316861000L, 'id': 337363, 'name': 'Christopher Yoon'} 'mostUsedChampion': Leona
{'profileIconId': 661, 'summonerLevel': 30, 'revisionDate': 1417326545000L, 'id': 56572, 'name': 'Pepi'} 'mostUsedChampion': Leona
{'profileIconId': 562, 'summonerLevel': 30, 'revisionDate': 1417556899000L, 'id': 5854, 'name': 'Aevin'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417510845000L, 'id': 4620, 'name': 'notnicecream'} 'mostUsedChampion': Leona
{'profileIconId': 689, 'summonerLevel': 30, 'revisionDate': 1417673066000L, 'id': 7872, 'name': 'Shonz'} 'mostUsedChampion': Leona
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1393553967000L, 'id': 6324, 'name': 'IWillBanYo'} 'mostUsedChampion': Leona
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1416341276000L, 'id': 8177, 'name': 'WetPoo'} 'mostUsedChampion': Leona
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1417583418000L, 'id': 7435, 'name': 'Boes'} 'mostUsedChampion': Leona
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1417345064000L, 'id': 74468, 'name': 'Great Master Largo'} 'mostUsedChampion': Leona
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1396864764000L, 'id': 38191, 'name': 'Kenterik'} 'mostUsedChampion': Leona
{'profileIconId': 712, 'summonerLevel': 30, 'revisionDate': 1417665329000L, 'id': 3692, 'name': 'stevekyle'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417595361000L, 'id': 7526, 'name': 'Rellentless'} 'mostUsedChampion': Leona
{'profileIconId': 11, 'summonerLevel': 30, 'revisionDate': 1416545674000L, 'id': 3492, 'name': 'Vicious'} 'mostUsedChampion': Leona
{'profileIconId': 604, 'summonerLevel': 30, 'revisionDate': 1417334531000L, 'id': 6370, 'name': 'Tlaon'} 'mostUsedChampion': Leona
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1417666553000L, 'id': 470114, 'name': 'brandonsosebee'} 'mostUsedChampion': Leona
{'profileIconId': 711, 'summonerLevel': 30, 'revisionDate': 1417654071000L, 'id': 4568, 'name': 'slinkchinq'} 'mostUsedChampion': Leona
{'profileIconId': 27, 'summonerLevel': 30, 'revisionDate': 1416216389000L, 'id': 6293, 'name': 'J3bacha'} 'mostUsedChampion': Leona
{'profileIconId': 24, 'summonerLevel': 30, 'revisionDate': 1415627163000L, 'id': 17409, 'name': 'BoUnCe'} 'mostUsedChampion': Leona
{'profileIconId': 588, 'summonerLevel': 30, 'revisionDate': 1406290707000L, 'id': 78645, 'name': 'impluse'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417682055000L, 'id': 8904, 'name': 'wisken'} 'mostUsedChampion': Leona
{'profileIconId': 546, 'summonerLevel': 30, 'revisionDate': 1416209119000L, 'id': 7990, 'name': 'Ag Snake'} 'mostUsedChampion': Leona
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1417490173000L, 'id': 6902, 'name': 'Xuezuki'} 'mostUsedChampion': Leona
{'profileIconId': 578, 'summonerLevel': 30, 'revisionDate': 1416462178000L, 'id': 8553, 'name': 'Sangren'} 'mostUsedChampion': Leona
{'profileIconId': 689, 'summonerLevel': 30, 'revisionDate': 1414730734000L, 'id': 97979, 'name': 'Hiccolo'} 'mostUsedChampion': Leona
{'profileIconId': 582, 'summonerLevel': 30, 'revisionDate': 1417316861000L, 'id': 337363, 'name': 'Christopher Yoon'} 'mostUsedChampion': Leona
{'profileIconId': 661, 'summonerLevel': 30, 'revisionDate': 1417326545000L, 'id': 56572, 'name': 'Pepi'} 'mostUsedChampion': Leona
{'profileIconId': 562, 'summonerLevel': 30, 'revisionDate': 1417556899000L, 'id': 5854, 'name': 'Aevin'} 'mostUsedChampion': Leona
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417510845000L, 'id': 4620, 'name': 'notnicecream'} 'mostUsedChampion': Leona
{'profileIconId': 689, 'summonerLevel': 30, 'revisionDate': 1417673066000L, 'id': 7872, 'name': 'Shonz'} 'mostUsedChampion': Leona
{'profileIconId': 580, 'summonerLevel': 30, 'revisionDate': 1393553967000L, 'id': 6324, 'name': 'IWillBanYo'} 'mostUsedChampion': Leona
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1416341276000L, 'id': 8177, 'name': 'WetPoo'} 'mostUsedChampion': Leona
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1415891995000L, 'id': 2345, 'name': 'Moskrilla'} 'mostUsedChampion': Khazix
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1417657232000L, 'id': 8142, 'name': 'zmantsunami'} 'mostUsedChampion': Khazix
{'profileIconId': 717, 'summonerLevel': 30, 'revisionDate': 1417632778000L, 'id': 66272, 'name': 'CKCatKiller'} 'mostUsedChampion': Khazix
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417668272000L, 'id': 9729, 'name': 'Tridasta'} 'mostUsedChampion': Khazix
{'profileIconId': 665, 'summonerLevel': 30, 'revisionDate': 1417289091000L, 'id': 6256, 'name': 'Geckoz'} 'mostUsedChampion': Khazix
{'profileIconId': 582, 'summonerLevel': 30, 'revisionDate': 1417578709000L, 'id': 4513, 'name': 'Suburan'} 'mostUsedChampion': Khazix
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1414280313000L, 'id': 60482, 'name': 'Gorlath'} 'mostUsedChampion': Khazix
{'profileIconId': 590, 'summonerLevel': 30, 'revisionDate': 1417616717000L, 'id': 16555, 'name': 'Khalaq'} 'mostUsedChampion': Khazix
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1417672963000L, 'id': 4220, 'name': 'Nathan'} 'mostUsedChampion': Khazix
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1411551119000L, 'id': 89249, 'name': 'Nadian'} 'mostUsedChampion': Khazix
{'profileIconId': 606, 'summonerLevel': 30, 'revisionDate': 1394126181000L, 'id': 5464, 'name': 'Sylence'} 'mostUsedChampion': Khazix
{'profileIconId': 565, 'summonerLevel': 30, 'revisionDate': 1417510967000L, 'id': 2648, 'name': 'Pobelter'} 'mostUsedChampion': Zed
{'profileIconId': 712, 'summonerLevel': 30, 'revisionDate': 1416148012000L, 'id': 21070, 'name': 'ConkerMyBanjo'} 'mostUsedChampion': Zed
{'profileIconId': 533, 'summonerLevel': 30, 'revisionDate': 1415692571000L, 'id': 7711, 'name': 'Churchypoo'} 'mostUsedChampion': Zed
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1416792190000L, 'id': 9538, 'name': 'Flashfires'} 'mostUsedChampion': Zed
{'profileIconId': 664, 'summonerLevel': 30, 'revisionDate': 1417583178000L, 'id': 77989, 'name': 'Top Five Fail'} 'mostUsedChampion': Zed
{'profileIconId': 27, 'summonerLevel': 30, 'revisionDate': 1406390362000L, 'id': 193015, 'name': 'Etheris'} 'mostUsedChampion': Zed
{'profileIconId': 4, 'summonerLevel': 30, 'revisionDate': 1415258061000L, 'id': 6032, 'name': 'Meraxes'} 'mostUsedChampion': Zed
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1415723919000L, 'id': 6357, 'name': 'Matoskah'} 'mostUsedChampion': Zed
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1417627528000L, 'id': 7696, 'name': 'Xanti'} 'mostUsedChampion': Zed
{'profileIconId': 0, 'summonerLevel': 30, 'revisionDate': 1417683792000L, 'id': 6387, 'name': 'killDashNine'} 'mostUsedChampion': Zed
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1417648428000L, 'id': 7807, 'name': 'Poptart'} 'mostUsedChampion': Zed
{'profileIconId': 6, 'summonerLevel': 30, 'revisionDate': 1417685811000L, 'id': 77583, 'name': 'Mister Red'} 'mostUsedChampion': Zed
{'profileIconId': 579, 'summonerLevel': 30, 'revisionDate': 1415891995000L, 'id': 2345, 'name': 'Moskrilla'} 'mostUsedChampion': Khazix
{'profileIconId': 666, 'summonerLevel': 30, 'revisionDate': 1417657232000L, 'id': 8142, 'name': 'zmantsunami'} 'mostUsedChampion': Khazix
{'profileIconId': 717, 'summonerLevel': 30, 'revisionDate': 1417632778000L, 'id': 66272, 'name': 'CKCatKiller'} 'mostUsedChampion': Khazix
{'profileIconId': 713, 'summonerLevel': 30, 'revisionDate': 1417668272000L, 'id': 9729, 'name': 'Tridasta'} 'mostUsedChampion': Khazix
{'profileIconId': 665, 'summonerLevel': 30, 'revisionDate': 1417289091000L, 'id': 6256, 'name': 'Geckoz'} 'mostUsedChampion': Khazix
{'profileIconId': 582, 'summonerLevel': 30, 'revisionDate': 1417578709000L, 'id': 4513, 'name': 'Suburan'} 'mostUsedChampion': Khazix
{'profileIconId': 709, 'summonerLevel': 30, 'revisionDate': 1414280313000L, 'id': 60482, 'name': 'Gorlath'} 'mostUsedChampion': Khazix
{'profileIconId': 590, 'summonerLevel': 30, 'revisionDate': 1417616717000L, 'id': 16555, 'name': 'Khalaq'} 'mostUsedChampion': Khazix
{'profileIconId': 716, 'summonerLevel': 30, 'revisionDate': 1417672963000L, 'id': 4220, 'name': 'Nathan'} 'mostUsedChampion': Khazix
{'profileIconId': 22, 'summonerLevel': 30, 'revisionDate': 1411551119000L, 'id': 89249, 'name': 'Nadian'} 'mostUsedChampion': Khazix
{'profileIconId': 606, 'summonerLevel': 30, 'revisionDate': 1394126181000L, 'id': 5464, 'name': 'Sylence'} 'mostUsedChampion': Khazix
{'profileIconId': 565, 'summonerLevel': 30, 'revisionDate': 1417510967000L, 'id': 2648, 'name': 'Pobelter'} 'mostUsedChampion': Zed
{'profileIconId': 712, 'summonerLevel': 30, 'revisionDate': 1416148012000L, 'id': 21070, 'name': 'ConkerMyBanjo'} 'mostUsedChampion': Zed
{'profileIconId': 533, 'summonerLevel': 30, 'revisionDate': 1415692571000L, 'id': 7711, 'name': 'Churchypoo'} 'mostUsedChampion': Zed
{'profileIconId': 539, 'summonerLevel': 30, 'revisionDate': 1416792190000L, 'id': 9538, 'name': 'Flashfires'} 'mostUsedChampion': Zed
{'profileIconId': 664, 'summonerLevel': 30, 'revisionDate': 1417583178000L, 'id': 77989, 'name': 'Top Five Fail'} 'mostUsedChampion': Zed
{'profileIconId': 27, 'summonerLevel': 30, 'revisionDate': 1406390362000L, 'id': 193015, 'name': 'Etheris'} 'mostUsedChampion': Zed
{'profileIconId': 4, 'summonerLevel': 30, 'revisionDate': 1415258061000L, 'id': 6032, 'name': 'Meraxes'} 'mostUsedChampion': Zed
{'profileIconId': 603, 'summonerLevel': 30, 'revisionDate': 1415723919000L, 'id': 6357, 'name': 'Matoskah'} 'mostUsedChampion': Zed
{'profileIconId': 512, 'summonerLevel': 30, 'revisionDate': 1417627528000L, 'id': 7696, 'name': 'Xanti'} 'mostUsedChampion': Zed
{'profileIconId': 0, 'summonerLevel': 30, 'revisionDate': 1417683792000L, 'id': 6387, 'name': 'killDashNine'} 'mostUsedChampion': Zed
{'profileIconId': 28, 'summonerLevel': 30, 'revisionDate': 1417648428000L, 'id': 7807, 'name': 'Poptart'} 'mostUsedChampion': Zed
{'profileIconId': 6, 'summonerLevel': 30, 'revisionDate': 1417685811000L, 'id': 77583, 'name': 'Mister Red'} 'mostUsedChampion': Zed
